group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
access-deep-from-type,raw,1000,,,1044506.0,ns,29
access-deep-from-type,raw,1000,,,2023637.0,ns,58
access-deep-from-type,raw,1000,,,3033015.0,ns,87
access-deep-from-type,raw,1000,,,4063215.0,ns,116
access-deep-from-type,raw,1000,,,5282817.0,ns,145
access-deep-from-type,raw,1000,,,6080473.0,ns,174
access-deep-from-type,raw,1000,,,7171591.0,ns,203
access-deep-from-type,raw,1000,,,8132422.0,ns,232
access-deep-from-type,raw,1000,,,9113937.0,ns,261
access-deep-from-type,raw,1000,,,10188635.0,ns,290
access-deep-from-type,raw,1000,,,11158609.0,ns,319
access-deep-from-type,raw,1000,,,12208414.0,ns,348
access-deep-from-type,raw,1000,,,13183330.0,ns,377
access-deep-from-type,raw,1000,,,14149805.0,ns,406
access-deep-from-type,raw,1000,,,15250337.0,ns,435
access-deep-from-type,raw,1000,,,16232644.0,ns,464
access-deep-from-type,raw,1000,,,17148329.0,ns,493
access-deep-from-type,raw,1000,,,18330016.0,ns,522
access-deep-from-type,raw,1000,,,19202502.0,ns,551
access-deep-from-type,raw,1000,,,20259829.0,ns,580
access-deep-from-type,raw,1000,,,21294726.0,ns,609
access-deep-from-type,raw,1000,,,22274607.0,ns,638
access-deep-from-type,raw,1000,,,23365268.0,ns,667
access-deep-from-type,raw,1000,,,24397660.0,ns,696
access-deep-from-type,raw,1000,,,24985876.0,ns,725
access-deep-from-type,raw,1000,,,25893566.0,ns,754
access-deep-from-type,raw,1000,,,27182860.0,ns,783
access-deep-from-type,raw,1000,,,28329533.0,ns,812
access-deep-from-type,raw,1000,,,29356672.0,ns,841
access-deep-from-type,raw,1000,,,30418488.0,ns,870
access-deep-from-type,raw,1000,,,31554144.0,ns,899
access-deep-from-type,raw,1000,,,32392693.0,ns,928
access-deep-from-type,raw,1000,,,33303700.0,ns,957
access-deep-from-type,raw,1000,,,34516058.0,ns,986
access-deep-from-type,raw,1000,,,35402543.0,ns,1015
access-deep-from-type,raw,1000,,,36243887.0,ns,1044
access-deep-from-type,raw,1000,,,37346464.0,ns,1073
