group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
access-broad-from-type,parsed,1,,,979724.0,ns,32030
access-broad-from-type,parsed,1,,,2021878.0,ns,64060
access-broad-from-type,parsed,1,,,2992797.0,ns,96090
access-broad-from-type,parsed,1,,,4101596.0,ns,128120
access-broad-from-type,parsed,1,,,5034348.0,ns,160150
access-broad-from-type,parsed,1,,,6076109.0,ns,192180
access-broad-from-type,parsed,1,,,6929744.0,ns,224210
access-broad-from-type,parsed,1,,,7864180.0,ns,256240
access-broad-from-type,parsed,1,,,8856758.0,ns,288270
access-broad-from-type,parsed,1,,,9811783.0,ns,320300
access-broad-from-type,parsed,1,,,11077355.0,ns,352330
access-broad-from-type,parsed,1,,,11796162.0,ns,384360
access-broad-from-type,parsed,1,,,12816549.0,ns,416390
access-broad-from-type,parsed,1,,,13733844.0,ns,448420
access-broad-from-type,parsed,1,,,15164360.0,ns,480450
access-broad-from-type,parsed,1,,,16186661.0,ns,512480
access-broad-from-type,parsed,1,,,16689866.0,ns,544510
access-broad-from-type,parsed,1,,,17639006.0,ns,576540
access-broad-from-type,parsed,1,,,18622771.0,ns,608570
access-broad-from-type,parsed,1,,,20013445.0,ns,640600
access-broad-from-type,parsed,1,,,21163823.0,ns,672630
access-broad-from-type,parsed,1,,,22038792.0,ns,704660
access-broad-from-type,parsed,1,,,22532528.0,ns,736690
access-broad-from-type,parsed,1,,,23457646.0,ns,768720
access-broad-from-type,parsed,1,,,24549675.0,ns,800750
access-broad-from-type,parsed,1,,,26647665.0,ns,832780
access-broad-from-type,parsed,1,,,26612796.0,ns,864810
access-broad-from-type,parsed,1,,,28195533.0,ns,896840
access-broad-from-type,parsed,1,,,28416421.0,ns,928870
access-broad-from-type,parsed,1,,,29329770.0,ns,960900
access-broad-from-type,parsed,1,,,31107504.0,ns,992930
access-broad-from-type,parsed,1,,,31569267.0,ns,1024960
access-broad-from-type,parsed,1,,,33342112.0,ns,1056990
access-broad-from-type,parsed,1,,,33464285.0,ns,1089020
access-broad-from-type,parsed,1,,,34338986.0,ns,1121050
access-broad-from-type,parsed,1,,,35430070.0,ns,1153080
access-broad-from-type,parsed,1,,,36094330.0,ns,1185110
access-broad-from-type,parsed,1,,,37050307.0,ns,1217140
access-broad-from-type,parsed,1,,,38342303.0,ns,1249170
access-broad-from-type,parsed,1,,,39922627.0,ns,1281200
access-broad-from-type,parsed,1,,,42113531.0,ns,1313230
access-broad-from-type,parsed,1,,,42735194.0,ns,1345260
access-broad-from-type,parsed,1,,,43570818.0,ns,1377290
access-broad-from-type,parsed,1,,,44396092.0,ns,1409320
access-broad-from-type,parsed,1,,,45921320.0,ns,1441350
access-broad-from-type,parsed,1,,,47385355.0,ns,1473380
access-broad-from-type,parsed,1,,,46663734.0,ns,1505410
access-broad-from-type,parsed,1,,,48395895.0,ns,1537440
access-broad-from-type,parsed,1,,,49277568.0,ns,1569470
access-broad-from-type,parsed,1,,,49007980.0,ns,1601500
access-broad-from-type,parsed,1,,,51780321.0,ns,1633530
access-broad-from-type,parsed,1,,,51273992.0,ns,1665560
access-broad-from-type,parsed,1,,,52276533.0,ns,1697590
access-broad-from-type,parsed,1,,,54529391.0,ns,1729620
access-broad-from-type,parsed,1,,,55645289.0,ns,1761650
access-broad-from-type,parsed,1,,,55038499.0,ns,1793680
access-broad-from-type,parsed,1,,,56036434.0,ns,1825710
access-broad-from-type,parsed,1,,,57331541.0,ns,1857740
access-broad-from-type,parsed,1,,,57994040.0,ns,1889770
access-broad-from-type,parsed,1,,,59141809.0,ns,1921800
access-broad-from-type,parsed,1,,,59932386.0,ns,1953830
access-broad-from-type,parsed,1,,,61200993.0,ns,1985860
access-broad-from-type,parsed,1,,,64114656.0,ns,2017890
access-broad-from-type,parsed,1,,,64461034.0,ns,2049920
access-broad-from-type,parsed,1,,,63736891.0,ns,2081950
access-broad-from-type,parsed,1,,,66504877.0,ns,2113980
access-broad-from-type,parsed,1,,,78136254.0,ns,2146010
access-broad-from-type,parsed,1,,,67964793.0,ns,2178040
access-broad-from-type,parsed,1,,,68095105.0,ns,2210070
access-broad-from-type,parsed,1,,,68905222.0,ns,2242100
access-broad-from-type,parsed,1,,,70016397.0,ns,2274130
access-broad-from-type,parsed,1,,,70801417.0,ns,2306160
access-broad-from-type,parsed,1,,,73518153.0,ns,2338190
access-broad-from-type,parsed,1,,,73246295.0,ns,2370220
access-broad-from-type,parsed,1,,,73935014.0,ns,2402250
access-broad-from-type,parsed,1,,,76986244.0,ns,2434280
access-broad-from-type,parsed,1,,,76222259.0,ns,2466310
access-broad-from-type,parsed,1,,,76894117.0,ns,2498340
access-broad-from-type,parsed,1,,,77670324.0,ns,2530370
access-broad-from-type,parsed,1,,,80524601.0,ns,2562400
access-broad-from-type,parsed,1,,,82278283.0,ns,2594430
access-broad-from-type,parsed,1,,,81094046.0,ns,2626460
access-broad-from-type,parsed,1,,,84304577.0,ns,2658490
access-broad-from-type,parsed,1,,,98043011.0,ns,2690520
access-broad-from-type,parsed,1,,,86103129.0,ns,2722550
access-broad-from-type,parsed,1,,,98459245.0,ns,2754580
access-broad-from-type,parsed,1,,,85834964.0,ns,2786610
access-broad-from-type,parsed,1,,,86424411.0,ns,2818640
access-broad-from-type,parsed,1,,,87611122.0,ns,2850670
access-broad-from-type,parsed,1,,,90559653.0,ns,2882700
access-broad-from-type,parsed,1,,,89410127.0,ns,2914730
access-broad-from-type,parsed,1,,,90825578.0,ns,2946760
access-broad-from-type,parsed,1,,,94818680.0,ns,2978790
access-broad-from-type,parsed,1,,,92270418.0,ns,3010820
access-broad-from-type,parsed,1,,,93165804.0,ns,3042850
access-broad-from-type,parsed,1,,,96304004.0,ns,3074880
access-broad-from-type,parsed,1,,,97345921.0,ns,3106910
access-broad-from-type,parsed,1,,,98451389.0,ns,3138940
access-broad-from-type,parsed,1,,,97013634.0,ns,3170970
access-broad-from-type,parsed,1,,,98482022.0,ns,3203000
