group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
access-broad-from-type,parsed,50,,,975974.0,ns,633
access-broad-from-type,parsed,50,,,2013695.0,ns,1266
access-broad-from-type,parsed,50,,,2938854.0,ns,1899
access-broad-from-type,parsed,50,,,4091608.0,ns,2532
access-broad-from-type,parsed,50,,,4934709.0,ns,3165
access-broad-from-type,parsed,50,,,5782037.0,ns,3798
access-broad-from-type,parsed,50,,,6695935.0,ns,4431
access-broad-from-type,parsed,50,,,7905624.0,ns,5064
access-broad-from-type,parsed,50,,,8917841.0,ns,5697
access-broad-from-type,parsed,50,,,9635358.0,ns,6330
access-broad-from-type,parsed,50,,,10667954.0,ns,6963
access-broad-from-type,parsed,50,,,11742973.0,ns,7596
access-broad-from-type,parsed,50,,,13080457.0,ns,8229
access-broad-from-type,parsed,50,,,13944864.0,ns,8862
access-broad-from-type,parsed,50,,,14843000.0,ns,9495
access-broad-from-type,parsed,50,,,15391041.0,ns,10128
access-broad-from-type,parsed,50,,,16525100.0,ns,10761
access-broad-from-type,parsed,50,,,17616477.0,ns,11394
access-broad-from-type,parsed,50,,,18598798.0,ns,12027
access-broad-from-type,parsed,50,,,19389012.0,ns,12660
access-broad-from-type,parsed,50,,,20899175.0,ns,13293
access-broad-from-type,parsed,50,,,21713184.0,ns,13926
access-broad-from-type,parsed,50,,,23044781.0,ns,14559
access-broad-from-type,parsed,50,,,23373475.0,ns,15192
access-broad-from-type,parsed,50,,,24128383.0,ns,15825
access-broad-from-type,parsed,50,,,25844468.0,ns,16458
access-broad-from-type,parsed,50,,,28236666.0,ns,17091
access-broad-from-type,parsed,50,,,27854160.0,ns,17724
access-broad-from-type,parsed,50,,,28562921.0,ns,18357
access-broad-from-type,parsed,50,,,29649979.0,ns,18990
access-broad-from-type,parsed,50,,,30518478.0,ns,19623
access-broad-from-type,parsed,50,,,31137378.0,ns,20256
access-broad-from-type,parsed,50,,,32392683.0,ns,20889
access-broad-from-type,parsed,50,,,33109433.0,ns,21522
access-broad-from-type,parsed,50,,,34562989.0,ns,22155
access-broad-from-type,parsed,50,,,35420564.0,ns,22788
access-broad-from-type,parsed,50,,,36694601.0,ns,23421
access-broad-from-type,parsed,50,,,36781055.0,ns,24054
access-broad-from-type,parsed,50,,,37559439.0,ns,24687
access-broad-from-type,parsed,50,,,39443730.0,ns,25320
access-broad-from-type,parsed,50,,,39866747.0,ns,25953
access-broad-from-type,parsed,50,,,40386033.0,ns,26586
access-broad-from-type,parsed,50,,,41783144.0,ns,27219
access-broad-from-type,parsed,50,,,41871357.0,ns,27852
access-broad-from-type,parsed,50,,,43521757.0,ns,28485
access-broad-from-type,parsed,50,,,44174671.0,ns,29118
access-broad-from-type,parsed,50,,,45990768.0,ns,29751
access-broad-from-type,parsed,50,,,48460293.0,ns,30384
access-broad-from-type,parsed,50,,,47476508.0,ns,31017
access-broad-from-type,parsed,50,,,48799118.0,ns,31650
access-broad-from-type,parsed,50,,,49524385.0,ns,32283
access-broad-from-type,parsed,50,,,50454955.0,ns,32916
access-broad-from-type,parsed,50,,,51857987.0,ns,33549
access-broad-from-type,parsed,50,,,53394126.0,ns,34182
access-broad-from-type,parsed,50,,,53710120.0,ns,34815
access-broad-from-type,parsed,50,,,55341479.0,ns,35448
access-broad-from-type,parsed,50,,,55373174.0,ns,36081
access-broad-from-type,parsed,50,,,56215642.0,ns,36714
access-broad-from-type,parsed,50,,,57315335.0,ns,37347
access-broad-from-type,parsed,50,,,61107057.0,ns,37980
access-broad-from-type,parsed,50,,,59528730.0,ns,38613
access-broad-from-type,parsed,50,,,60693492.0,ns,39246
access-broad-from-type,parsed,50,,,61350001.0,ns,39879
access-broad-from-type,parsed,50,,,63025567.0,ns,40512
access-broad-from-type,parsed,50,,,62036204.0,ns,41145
